,Account,Balance Date,Transaction Value,Balance
5307,27415805,2023-02-02,-94.5,807.78
2741,27415805,2023-02-03,43.72,851.5
5411,27415805,2023-02-06,-1107.9,-256.4000000000001
6973,27415805,2023-02-07,36.73,-219.6700000000001
5008,27415805,2023-02-09,125.11,-94.56000000000009
8062,27415805,2023-02-09,-30.61,-125.17000000000009
3123,27415805,2023-02-11,-172.32,-297.49000000000007
569,27430568,2023-01-31,,450.45
3325,27430568,2023-02-01,-100.12,350.33
4246,27430568,2023-02-01,-186.45,163.88
7332,27430568,2023-02-02,-832.5,-668.62
1307,27430568,2023-02-03,173.67,-494.95000000000005
4164,27430568,2023-02-03,-107.8,-602.75
492,27430568,2023-02-06,91.5,-511.25
8587,27430568,2023-02-09,230.97,-280.28000000000003
2993,27430568,2023-02-10,86.27,-194.01000000000005
1155,27430568,2023-02-11,-84.59,-278.6
3554,27430568,2023-02-11,-90.65,-369.25000000000006
1806,27430568,2023-02-12,-1025.1,-1394.35
570,27580272,2023-01-31,,352.81
6041,27580272,2023-02-03,115.75,468.56
5232,27580272,2023-02-07,91.56,560.12
5966,27580272,2023-02-09,-64.46,495.66
571,27582893,2023-01-31,,639.21
8662,27582893,2023-02-02,-98.09,541.12
6738,27582893,2023-02-03,-129.73,411.39000000000004
5088,27582893,2023-02-03,-146.33,265.06000000000006
6490,27582893,2023-02-05,-105.33,159.73000000000002
1553,27582893,2023-02-14,-66.56,93.17000000000003
572,27585212,2023-01-31,,150.57
635,27585212,2023-02-03,-101.07,49.5
2258,27585212,2023-02-08,76.59,126.09
573,27589482,2023-01-31,,494.03
1324,27589482,2023-02-01,129.54,623.5699999999999
5944,27589482,2023-02-04,-24.15,599.42
4941,27589482,2023-02-06,102.35,701.77
6745,27589482,2023-02-09,-129.57,572.1999999999999
4675,27589482,2023-02-13,14.56,586.76
3059,27589482,2023-02-13,-81.27,505.48999999999995
574,27596004,2023-01-31,,505.73
693,27596004,2023-02-01,989.3,1495.03
3573,27596004,2023-02-01,172.77,1667.8
1079,27596004,2023-02-01,36.3,1704.1
5154,27596004,2023-02-06,193.24,1897.34
586,27596004,2023-02-09,-88.16,1809.18
1597,27596004,2023-02-12,-1255.7,553.48
2655,27596004,2023-02-14,0.43,553.91
7687,27596004,2023-02-14,-259.3,294.61
575,27600956,2023-01-31,,84.39
1375,27600956,2023-02-04,33.69,118.08
5606,27600956,2023-02-05,-104.27,13.810000000000002
4693,27600956,2023-02-08,105.35,119.16
234,27600956,2023-02-10,109.1,228.26
241,27600956,2023-02-12,197.29,425.54999999999995
2989,27600956,2023-02-12,16.56,442.10999999999996
7299,27600956,2023-02-12,-1268.1,-825.99
286,27600956,2023-02-14,135.36,-690.63
576,27625709,2023-01-31,,616.45
3904,27625709,2023-02-01,-77.61,538.84
5429,27625709,2023-02-04,-32.88,505.96000000000004
6701,27625709,2023-02-10,-4.42,501.54
2690,27625709,2023-02-11,131.8,633.34
6473,27625709,2023-02-14,128.39,761.73
7386,27625709,2023-02-14,-153.23,608.5
577,27628187,2023-01-31,,344.63
4514,27628187,2023-02-02,-109.57,235.06
704,27628187,2023-02-02,-148.04,87.02000000000001
8176,27628187,2023-02-03,-127.48,-40.459999999999994
6426,27628187,2023-02-07,87.52,47.06
578,27713909,2023-01-31,,199.77
2713,27713909,2023-02-02,79.25,279.02
3056,27713909,2023-02-06,7.07,286.09000000000003
5200,27713909,2023-02-09,1160.0,1446.0900000000001
579,27806002,2023-01-31,,565.08
3952,27806002,2023-02-07,27.75,592.83
7803,27806002,2023-02-08,233.36,826.19
3841,27806002,2023-02-14,-479.9,346.2900000000001
580,27821800,2023-01-31,,322.23
1616,27821800,2023-02-06,-394.5,-72.26999999999998
1110,27821800,2023-02-10,-76.32,-148.58999999999997
6303,27821800,2023-02-13,58.62,-89.96999999999997
366,27821800,2023-02-14,151.02,61.05000000000004
581,27845045,2023-01-31,,136.91
5771,27845045,2023-02-01,80.9,217.81
1773,27845045,2023-02-08,117.08,334.89
5448,27845045,2023-02-14,-130.09,204.8
582,27870202,2023-01-31,,286.17
6304,27870202,2023-02-03,111.04,397.21000000000004
2824,27870202,2023-02-07,1613.2,2010.41
273,27870202,2023-02-08,13.55,2023.96
7257,27870202,2023-02-11,-17.89,2006.0700000000002
5087,27870202,2023-02-14,99.23,2105.3
583,27985160,2023-01-31,,446.21
2952,27985160,2023-02-02,-744.2,-297.99000000000007
2935,27985160,2023-02-08,-132.6,-430.59000000000003
8518,27985160,2023-02-09,107.22,-323.37000000000006
584,28053942,2023-01-31,,70.94
2241,28053942,2023-02-01,-1821.2,-1750.26
8193,28053942,2023-02-02,-132.84,-1883.1
6280,28053942,2023-02-05,-119.28,-2002.38
4795,28053942,2023-02-05,-841.2,-2843.58
2970,28053942,2023-02-06,-75.16,-2918.7400000000002
585,28063272,2023-01-31,,252.41
8155,28063272,2023-02-04,155.57,407.98
8205,28063272,2023-02-06,202.05,610.03
2070,28063272,2023-02-07,194.01,804.04
617,28063272,2023-02-08,967.3,1771.34
2681,28063272,2023-02-08,-125.91,1645.4299999999998
1413,28063272,2023-02-09,-105.86,1539.57
7598,28063272,2023-02-10,149.81,1689.3799999999999
3906,28063272,2023-02-10,-82.97,1606.4099999999999
3078,28063272,2023-02-10,-165.63,1440.78
3784,28063272,2023-02-14,-58.88,1381.8999999999999
586,28142099,2023-01-31,,420.86
5333,28142099,2023-02-10,-1134.6,-713.7399999999999
587,28222331,2023-01-31,,137.74
3053,28222331,2023-02-01,140.1,277.84000000000003
8226,28222331,2023-02-01,102.76,380.6
6136,28222331,2023-02-04,30.36,410.96000000000004
416,28222331,2023-02-04,-67.93,343.03
8227,28222331,2023-02-07,49.81,392.84000000000003
588,28240243,2023-01-31,,850.7
7556,28240243,2023-02-01,-122.07,728.6300000000001
3779,28240243,2023-02-08,-93.01,635.62
3138,28240243,2023-02-13,-175.32,460.30000000000007
589,28247818,2023-01-31,,150.24
8244,28247818,2023-02-01,75.52,225.76
919,28247818,2023-02-05,65.92,291.68
1955,28247818,2023-02-07,126.45,418.13
1419,28247818,2023-02-07,102.9,521.03
1845,28247818,2023-02-09,77.58,598.61
6883,28247818,2023-02-10,-107.08,491.53000000000003
7981,28247818,2023-02-11,65.22,556.75
8215,28247818,2023-02-11,29.76,586.51
3849,28247818,2023-02-12,119.93,706.44
725,28247818,2023-02-12,-67.6,638.84
5148,28247818,2023-02-12,-127.0,511.84000000000003
590,28251857,2023-01-31,,431.6
6770,28251857,2023-02-01,85.99,517.59
2170,28251857,2023-02-02,1501.3,2018.8899999999999
4083,28251857,2023-02-02,-90.38,1928.5100000000002
1774,28251857,2023-02-05,0.49,1929.0
5075,28251857,2023-02-05,-117.78,1811.22
5651,28251857,2023-02-06,180.89,1992.1100000000001
6074,28251857,2023-02-10,20.93,2013.04
1104,28251857,2023-02-10,-104.53,1908.51
591,28254911,2023-01-31,,697.78
900,28254911,2023-02-03,-16.2,681.5799999999999
2775,28254911,2023-02-04,888.9,1570.48
153,28254911,2023-02-06,165.67,1736.1499999999999
2768,28254911,2023-02-06,-131.6,1604.55
4786,28254911,2023-02-07,-139.63,1464.9199999999998
2802,28254911,2023-02-08,90.88,1555.8
5985,28254911,2023-02-09,68.62,1624.4199999999998
2315,28254911,2023-02-11,633.2,2257.62
479,28254911,2023-02-11,-89.22,2168.4
3787,28254911,2023-02-11,-122.35,2046.05
5071,28254911,2023-02-12,92.53,2138.58
2853,28254911,2023-02-12,-147.01,1991.57
4368,28254911,2023-02-14,-118.38,1873.1899999999998
592,28362321,2023-01-31,,849.34
1638,28362321,2023-02-03,-77.07,772.27
2914,28362321,2023-02-05,76.11,848.38
4018,28362321,2023-02-07,59.08,907.46
6950,28362321,2023-02-08,44.34,951.8000000000001
5718,28362321,2023-02-10,849.7,1801.5
1193,28362321,2023-02-10,17.18,1818.68
7243,28362321,2023-02-10,-69.69,1748.9900000000002
6825,28362321,2023-02-12,-614.4,1134.5900000000001
593,28380949,2023-01-31,,937.24
4545,28380949,2023-02-01,-131.58,805.66
4235,28380949,2023-02-04,-58.38,747.28
8341,28380949,2023-02-04,-1412.5,-665.22
4339,28380949,2023-02-05,-141.36,-806.58
8180,28380949,2023-02-07,17.39,-789.19
4237,28380949,2023-02-11,573.2,-215.99
594,28429440,2023-01-31,,538.15
2055,28429440,2023-02-01,-57.95,480.2
6178,28429440,2023-02-03,-85.06,395.14
9,28429440,2023-02-05,-471.4,-76.25999999999999
6283,28429440,2023-02-07,-86.22,-162.48
1798,28429440,2023-02-10,59.31,-103.16999999999999
6908,28429440,2023-02-11,-1096.1,-1199.27
7513,28429440,2023-02-12,180.17,-1019.1
595,28548067,2023-01-31,,499.29
1344,28548067,2023-02-03,32.08,531.37
954,28548067,2023-02-05,100.87,632.24
7304,28548067,2023-02-12,36.02,668.26
596,28553155,2023-01-31,,147.09
4070,28553155,2023-02-01,-131.36,15.72999999999999
1491,28553155,2023-02-03,-106.67,-90.94000000000001
8023,28553155,2023-02-05,134.95,44.00999999999998
8337,28553155,2023-02-08,124.98,168.98999999999998
5215,28553155,2023-02-09,102.41,271.4
5696,28553155,2023-02-10,-76.15,195.24999999999997
4675,28553155,2023-02-13,-14.56,180.68999999999997
4217,28553155,2023-02-14,112.72,293.40999999999997
597,28572979,2023-01-31,,156.38
2178,28572979,2023-02-02,130.23,286.61
5475,28572979,2023-02-02,-190.92,95.69
2537,28572979,2023-02-04,1026.7,1122.39
4806,28572979,2023-02-06,-210.36,912.0300000000001
2201,28572979,2023-02-09,-48.05,863.9800000000001
2138,28572979,2023-02-11,-168.92,695.0600000000002
6990,28572979,2023-02-12,66.4,761.4600000000002
598,28595197,2023-01-31,,897.68
2805,28595197,2023-02-02,68.18,965.8599999999999
2945,28595197,2023-02-03,108.32,1074.1799999999998
1237,28595197,2023-02-04,-809.4,264.78
3763,28595197,2023-02-06,-34.09,230.68999999999997
3122,28595197,2023-02-07,-993.9,-763.21
1351,28595197,2023-02-09,-1606.6,-2369.81
599,28606808,2023-01-31,,1.71
8380,28606808,2023-02-02,-41.88,-40.17
4018,28606808,2023-02-07,-59.08,-99.25
2568,28606808,2023-02-07,-71.01,-170.26
2534,28606808,2023-02-08,957.8,787.54
5406,28606808,2023-02-09,-139.7,647.8399999999999
600,28629966,2023-01-31,,60.86
7215,28629966,2023-02-02,52.11,112.97
2858,28629966,2023-02-03,-55.02,57.949999999999996
1122,28629966,2023-02-04,72.49,130.44
8581,28629966,2023-02-04,8.63,139.07
5197,28629966,2023-02-05,108.31,247.38
6071,28629966,2023-02-07,-186.23,61.14999999999998
114,28629966,2023-02-09,103.88,165.02999999999997
8359,28629966,2023-02-11,-59.3,105.72999999999998
2708,28629966,2023-02-12,98.2,203.92999999999998
191,28629966,2023-02-13,126.46,330.39
5137,28629966,2023-02-13,-148.89,181.5
601,28640713,2023-01-31,,204.33
3716,28640713,2023-02-01,-53.43,150.9
6676,28640713,2023-02-03,-111.46,39.440000000000026
265,28640713,2023-02-05,-128.65,-89.20999999999998
7971,28640713,2023-02-06,157.18,67.97000000000003
8429,28640713,2023-02-06,93.75,161.72000000000003
8513,28640713,2023-02-06,27.94,189.66000000000003
3430,28640713,2023-02-06,-97.36,92.30000000000003
5321,28640713,2023-02-07,9.52,101.82000000000002
1720,28640713,2023-02-09,-86.0,15.820000000000022
2458,28640713,2023-02-13,-117.35,-101.52999999999997
602,28652960,2023-01-31,,140.6
3286,28652960,2023-02-04,134.34,274.94
6517,28652960,2023-02-04,129.92,404.86
7553,28652960,2023-02-06,-91.86,313.0
2795,28652960,2023-02-09,214.76,527.76
7256,28652960,2023-02-09,-116.34,411.41999999999996
5993,28652960,2023-02-10,197.72,609.14
1688,28652960,2023-02-10,-30.02,579.12
3283,28652960,2023-02-11,130.89,710.01
5272,28652960,2023-02-12,66.67,776.68
6133,28652960,2023-02-13,96.41,873.0899999999999
6966,28652960,2023-02-13,-89.23,783.8599999999999
603,28659160,2023-01-31,,115.6
3573,28659160,2023-02-01,-172.77,-57.170000000000016
4272,28659160,2023-02-02,-327.6,-384.77000000000004
2664,28659160,2023-02-06,-134.68,-519.45
2649,28659160,2023-02-07,98.93,-420.52000000000004
604,28680375,2023-01-31,,337.2
4,28680375,2023-02-02,84.65,421.85
8295,28680375,2023-02-13,-25.85,396.0
3473,28680375,2023-02-13,-152.92,243.08
668,28680375,2023-02-14,-106.21,136.87
605,28696496,2023-01-31,,150.57
4149,28696496,2023-02-02,58.23,208.79999999999998
1615,28696496,2023-02-08,-120.55,88.25
6524,28696496,2023-02-09,82.54,170.79000000000002
8186,28696496,2023-02-13,-93.53,77.26
4909,28696496,2023-02-13,-123.86,-46.599999999999994
7481,28696496,2023-02-14,148.05,101.45000000000002
606,28738041,2023-01-31,,907.31
1190,28738041,2023-02-02,-48.35,858.9599999999999
2985,28738041,2023-02-07,1806.9,2665.86
835,28738041,2023-02-09,96.94,2762.8
2810,28738041,2023-02-11,190.18,2952.98
8450,28738041,2023-02-12,-66.05,2886.9300000000003
4980,28738041,2023-02-13,-56.68,2830.25
4945,28738041,2023-02-14,-69.79,2760.46
607,28743137,2023-01-31,,781.13
6761,28743137,2023-02-02,-118.55,662.58
5621,28743137,2023-02-13,111.36,773.94
2509,28743137,2023-02-13,-64.85,709.09
608,28745450,2023-01-31,,157.38
13,28745450,2023-02-01,163.82,321.2
1963,28745450,2023-02-06,-77.81,243.39
4715,28745450,2023-02-09,113.5,356.89
373,28745450,2023-02-09,47.96,404.84999999999997
8278,28745450,2023-02-12,-180.44,224.41
609,28754062,2023-01-31,,16.41
610,28781155,2023-01-31,,555.55
2734,28781155,2023-02-02,99.34,654.89
3996,28781155,2023-02-06,105.25,760.14
5607,28781155,2023-02-10,-67.41,692.73
5053,28781155,2023-02-11,34.81,727.54
1221,28781155,2023-02-11,-109.94,617.5999999999999
611,28811285,2023-01-31,,813.63
1247,28811285,2023-02-03,-227.05,586.5799999999999
8577,28811285,2023-02-04,-86.15,500.42999999999995
5264,28811285,2023-02-08,-110.78,389.65
5745,28811285,2023-02-12,1534.6,1924.25
612,28819175,2023-01-31,,414.48
4414,28819175,2023-02-01,-44.29,370.19
7621,28819175,2023-02-02,20.57,390.76
6571,28819175,2023-02-03,63.29,454.05
4430,28819175,2023-02-06,-178.95,275.1
4455,28819175,2023-02-09,-91.82,183.28000000000003
1266,28819175,2023-02-09,-363.8,-180.51999999999998
2089,28819175,2023-02-11,-155.49,-336.01
613,28822117,2023-01-31,,204.79
5878,28822117,2023-02-01,-98.74,106.05
6369,28822117,2023-02-05,1022.3,1128.35
8276,28822117,2023-02-07,-43.86,1084.49
614,28909144,2023-01-31,,263.97
5429,28909144,2023-02-04,32.88,296.85
8659,28909144,2023-02-04,32.51,329.36
6925,28909144,2023-02-05,-66.8,262.56000000000006
1682,28909144,2023-02-08,165.79,428.35
2631,28909144,2023-02-14,-30.0,398.35
615,28911002,2023-01-31,,858.06
235,28911002,2023-02-01,1139.7,1997.76
3413,28911002,2023-02-02,-137.03,1860.73
6083,28911002,2023-02-06,-122.69,1738.04
6681,28911002,2023-02-11,50.13,1788.17
7723,28911002,2023-02-11,-75.03,1713.1399999999999
616,28969443,2023-01-31,,12.77
145,28969443,2023-02-07,-485.9,-473.13
3267,28969443,2023-02-08,-79.06,-552.19
477,28969443,2023-02-09,29.71,-522.48
1864,28969443,2023-02-14,-111.2,-633.6800000000001
617,28976546,2023-01-31,,454.25
3333,28976546,2023-02-01,-128.83,325.41999999999996
7571,28976546,2023-02-05,59.2,384.62
3957,28976546,2023-02-06,-71.54,313.08
3511,28976546,2023-02-09,-48.6,264.47999999999996
618,29000698,2023-01-31,,954.02
2950,29000698,2023-02-06,-97.54,856.48
5739,29000698,2023-02-07,44.98,901.4599999999999
2166,29000698,2023-02-11,16.59,918.05
5930,29000698,2023-02-12,191.61,1109.66
619,29017229,2023-01-31,,950.07
3820,29017229,2023-02-02,95.2,1045.27
1045,29017229,2023-02-03,179.54,1224.81
5740,29017229,2023-02-03,-183.44,1041.3700000000001
4215,29017229,2023-02-04,1246.9,2288.2700000000004
6801,29017229,2023-02-06,-189.84,2098.4300000000003
5673,29017229,2023-02-14,71.88,2170.3100000000004
620,29039134,2023-01-31,,218.26
4423,29039134,2023-02-05,115.1,333.36
6625,29039134,2023-02-08,245.8,579.16
3272,29039134,2023-02-11,82.76,661.92
5616,29039134,2023-02-12,1411.1,2073.02
3679,29039134,2023-02-12,97.82,2170.84
5508,29039134,2023-02-14,558.8,2729.64
1261,29039134,2023-02-14,104.64,2834.2799999999997
621,29043142,2023-01-31,,210.89
180,29043142,2023-02-09,-110.51,100.37999999999998
8632,29043142,2023-02-11,-114.61,-14.230000000000018
8115,29043142,2023-02-12,67.25,53.01999999999998
5603,29043142,2023-02-12,-141.01,-87.99000000000001
622,29052260,2023-01-31,,639.05
2260,29052260,2023-02-03,132.95,772.0
2039,29052260,2023-02-05,89.52,861.52
3161,29052260,2023-02-10,117.25,978.77
623,29061354,2023-01-31,,180.47
2724,29061354,2023-02-05,2.25,182.72
426,29061354,2023-02-07,92.81,275.53
5270,29061354,2023-02-11,667.1,942.63
7389,29061354,2023-02-11,-54.28,888.35
624,29074095,2023-01-31,,512.38
667,29074095,2023-02-01,86.91,599.29
3871,29074095,2023-02-02,-924.0,-324.71000000000004
826,29074095,2023-02-07,-164.85,-489.56000000000006
7148,29074095,2023-02-11,-87.14,-576.7
4549,29074095,2023-02-12,-110.14,-686.84
2511,29074095,2023-02-13,184.92,-501.9200000000001
2445,29074095,2023-02-13,-65.54,-567.46
625,29222005,2023-01-31,,0.34
4273,29222005,2023-02-03,98.53,98.87
7008,29222005,2023-02-05,-109.63,-10.759999999999991
4856,29222005,2023-02-05,-119.42,-130.18
3102,29222005,2023-02-07,80.36,-49.81999999999999
6461,29222005,2023-02-12,94.0,44.18000000000001
626,29238925,2023-01-31,,574.82
730,29238925,2023-02-04,2.44,577.2600000000001
1968,29238925,2023-02-09,47.07,624.33
6035,29238925,2023-02-11,-887.8,-263.4699999999999
872,29238925,2023-02-14,-956.2,-1219.67
627,29288598,2023-01-31,,386.76
5221,29288598,2023-02-03,201.14,587.9
738,29288598,2023-02-04,-84.15,503.75
2726,29288598,2023-02-06,74.62,578.37
5219,29288598,2023-02-07,109.13,687.5
4498,29288598,2023-02-08,265.04,952.54
5397,29288598,2023-02-11,-142.47,810.0699999999999
4916,29288598,2023-02-13,-137.35,672.72
2127,29288598,2023-02-14,1295.6,1968.32
4042,29288598,2023-02-14,143.6,2111.92
628,29303323,2023-01-31,,525.6
1918,29303323,2023-02-02,-103.75,421.85
6615,29303323,2023-02-02,-143.82,278.03000000000003
1628,29303323,2023-02-03,136.61,414.64000000000004
6233,29303323,2023-02-04,136.51,551.1500000000001
6815,29303323,2023-02-09,1301.5,1852.65
4039,29303323,2023-02-09,-142.5,1710.15
2011,29303323,2023-02-13,185.87,1896.02
3834,29303323,2023-02-13,126.86,2022.88
629,29358670,2023-01-31,,874.94
4157,29358670,2023-02-01,92.86,967.8000000000001
687,29358670,2023-02-06,173.92,1141.72
5040,29358670,2023-02-08,-50.38,1091.34
8022,29358670,2023-02-08,-120.57,970.77
5615,29358670,2023-02-09,105.57,1076.3400000000001
4001,29358670,2023-02-09,-83.38,992.96
7080,29358670,2023-02-11,121.51,1114.47
1008,29358670,2023-02-11,86.69,1201.16
8550,29358670,2023-02-12,-1183.8,17.360000000000127
5778,29358670,2023-02-13,-56.85,-39.489999999999874
630,29422349,2023-01-31,,623.61
6982,29422349,2023-02-08,91.11,714.72
8419,29422349,2023-02-10,144.27,858.99
60,29422349,2023-02-13,-145.83,713.16
631,29464742,2023-01-31,,557.11
552,29464742,2023-02-02,86.31,643.4200000000001
323,29464742,2023-02-07,211.77,855.19
6434,29464742,2023-02-08,-92.83,762.36
5691,29464742,2023-02-14,-147.24,615.12
632,29473763,2023-01-31,,724.82
7347,29473763,2023-02-05,-80.66,644.1600000000001
247,29473763,2023-02-08,144.06,788.22
2565,29473763,2023-02-14,-141.21,647.01
633,29489865,2023-01-31,,854.53
3487,29489865,2023-02-03,-109.66,744.87
327,29489865,2023-02-06,114.3,859.17
8663,29489865,2023-02-10,-169.47,689.7
3790,29489865,2023-02-11,29.25,718.95
5043,29489865,2023-02-11,-82.38,636.5699999999999
5978,29489865,2023-02-14,122.97,759.54
634,29523226,2023-01-31,,807.56
1858,29523226,2023-02-01,102.6,910.16
6938,29523226,2023-02-03,68.85,979.01
3427,29523226,2023-02-03,-48.79,930.2199999999999
2361,29523226,2023-02-05,191.47,1121.69
309,29523226,2023-02-05,-73.99,1047.7
2731,29523226,2023-02-05,-90.06,957.64
1853,29523226,2023-02-06,58.71,1016.3499999999999
6131,29523226,2023-02-06,-134.96,881.3899999999999
1311,29523226,2023-02-08,-83.33,798.06
545,29523226,2023-02-09,254.92,1052.98
5570,29523226,2023-02-10,-83.94,969.04
6129,29523226,2023-02-13,63.08,1032.12
8295,29523226,2023-02-13,25.85,1057.9699999999998
635,29527534,2023-01-31,,355.57
2209,29527534,2023-02-03,-122.97,232.6
5879,29527534,2023-02-04,99.39,331.99
2668,29527534,2023-02-10,-148.63,183.36
3845,29527534,2023-02-11,86.28,269.64
636,29608056,2023-01-31,,248.43
6069,29608056,2023-02-03,61.91,310.34000000000003
6983,29608056,2023-02-03,-105.92,204.42000000000002
3106,29608056,2023-02-06,86.9,291.32
710,29608056,2023-02-06,-115.19,176.13
2699,29608056,2023-02-07,-1610.4,-1434.27
2690,29608056,2023-02-11,-131.8,-1566.07
4413,29608056,2023-02-12,134.36,-1431.71
1954,29608056,2023-02-12,126.97,-1304.74
838,29608056,2023-02-12,96.87,-1207.87
5666,29608056,2023-02-12,51.66,-1156.21
637,29631870,2023-01-31,,694.99
6460,29631870,2023-02-02,1138.0,1832.99
8105,29631870,2023-02-02,78.61,1911.6
4596,29631870,2023-02-04,68.54,1980.14
1668,29631870,2023-02-04,-74.21,1905.93
8065,29631870,2023-02-12,113.45,2019.38
5122,29631870,2023-02-14,-90.07,1929.31
638,29638033,2023-01-31,,537.95
2472,29638033,2023-02-01,-129.52,408.43000000000006
3596,29638033,2023-02-01,-1775.6,-1367.1699999999998
7558,29638033,2023-02-02,-1890.0,-3257.17
4244,29638033,2023-02-03,-103.79,-3360.96
5895,29638033,2023-02-08,-40.08,-3401.04
5370,29638033,2023-02-11,-89.5,-3490.54
2535,29638033,2023-02-12,122.32,-3368.22
5541,29638033,2023-02-14,-134.42,-3502.64
639,29639626,2023-01-31,,985.7
4868,29639626,2023-02-04,-112.65,873.0500000000001
3486,29639626,2023-02-05,135.88,1008.9300000000001
6152,29639626,2023-02-06,-58.79,950.14
3618,29639626,2023-02-10,103.67,1053.81
5152,29639626,2023-02-10,-15.25,1038.56
2454,29639626,2023-02-13,41.85,1080.41
1709,29639626,2023-02-13,-163.71,916.7
640,29705419,2023-01-31,,799.07
453,29705419,2023-02-02,89.88,888.95
5580,29705419,2023-02-03,62.89,951.84
2198,29705419,2023-02-03,-749.7,202.14
4953,29705419,2023-02-06,149.08,351.22
5722,29705419,2023-02-08,133.54,484.76
6809,29705419,2023-02-09,-99.59,385.16999999999996
3942,29705419,2023-02-13,-105.96,279.21
641,29878790,2023-01-31,,360.74
5470,29878790,2023-02-13,-94.19,266.55
642,29887258,2023-01-31,,392.91
4122,29887258,2023-02-05,103.8,496.71000000000004
5416,29887258,2023-02-08,-17.63,479.08000000000004
2440,29887258,2023-02-13,-157.09,321.99
4913,29887258,2023-02-14,175.07,497.06
2896,29887258,2023-02-14,122.47,619.53
643,29920698,2023-01-31,,922.07
883,29920698,2023-02-02,-108.09,813.98
4864,29920698,2023-02-04,47.33,861.3100000000001
5109,29920698,2023-02-04,45.53,906.84
2964,29920698,2023-02-05,-1475.4,-568.5600000000001
110,29920698,2023-02-08,77.84,-490.72
2186,29920698,2023-02-13,86.2,-404.52000000000004
644,29958061,2023-01-31,,17.43
7303,29958061,2023-02-01,93.28,110.71000000000001
5827,29958061,2023-02-02,103.39,214.10000000000002
6714,29958061,2023-02-02,-28.3,185.8
4606,29958061,2023-02-03,167.61,353.41
5170,29958061,2023-02-04,115.56,468.97
7616,29958061,2023-02-07,183.11,652.08
935,29958061,2023-02-08,-104.32,547.76
6825,29958061,2023-02-12,614.4,1162.16
645,30030650,2023-01-31,,414.27
7269,30030650,2023-02-06,96.15,510.41999999999996
6587,30030650,2023-02-07,-99.74,410.68
56,30030650,2023-02-08,140.45,551.13
3464,30030650,2023-02-08,79.57,630.7
4989,30030650,2023-02-13,-23.8,606.9
646,30058030,2023-01-31,,39.21
2805,30058030,2023-02-02,-68.18,-28.970000000000006
2861,30058030,2023-02-03,106.54,77.57
4297,30058030,2023-02-12,89.64,167.21
7004,30058030,2023-02-12,37.7,204.91000000000003
5869,30058030,2023-02-14,69.27,274.18
3723,30058030,2023-02-14,-823.0,-548.8199999999999
647,30093672,2023-01-31,,939.77
2614,30093672,2023-02-04,121.83,1061.6
5262,30093672,2023-02-05,62.74,1124.34
3763,30093672,2023-02-06,34.09,1158.43
3182,30093672,2023-02-06,-79.32,1079.11
8448,30093672,2023-02-08,-1002.0,77.11000000000001
1974,30093672,2023-02-09,7.12,84.23000000000002
1326,30093672,2023-02-10,-142.07,-57.839999999999975
7155,30093672,2023-02-11,108.41,50.57000000000002
7678,30093672,2023-02-12,-129.0,-78.42999999999998
648,30110747,2023-01-31,,949.76
6320,30110747,2023-02-01,98.39,1048.15
4519,30110747,2023-02-03,-158.58,889.5699999999999
1937,30110747,2023-02-03,-225.89,663.6800000000001
841,30110747,2023-02-06,70.1,733.78
7831,30110747,2023-02-07,69.34,803.12
1639,30110747,2023-02-10,-37.83,765.29
42,30110747,2023-02-13,143.14,908.4300000000001
649,30112323,2023-01-31,,519.73
3617,30112323,2023-02-01,99.68,619.4100000000001
1909,30112323,2023-02-01,38.91,658.32
6239,30112323,2023-02-01,-12.31,646.01
6122,30112323,2023-02-04,-136.46,509.55
8509,30112323,2023-02-07,-27.47,482.08000000000004
6262,30112323,2023-02-08,-1379.8,-897.7199999999999
8496,30112323,2023-02-09,1504.7,606.9800000000001
7193,30112323,2023-02-14,-117.3,489.6800000000001
650,30196319,2023-01-31,,721.4
5544,30196319,2023-02-01,-32.39,689.01
645,30196319,2023-02-06,125.2,814.21
1399,30196319,2023-02-09,-118.21,696.0
5937,30196319,2023-02-10,-95.98,600.02
651,30227774,2023-01-31,,546.85
504,30227774,2023-02-01,-99.3,447.55
606,30227774,2023-02-05,46.86,494.41
6336,30227774,2023-02-09,89.75,584.1600000000001
4887,30227774,2023-02-11,-146.03,438.13
652,30235398,2023-01-31,,973.95
7550,30235398,2023-02-02,54.94,1028.89
5003,30235398,2023-02-02,-122.38,906.51
6129,30235398,2023-02-13,-63.08,843.4300000000001
653,30237685,2023-01-31,,751.93
8425,30237685,2023-02-06,-189.18,562.75
6889,30237685,2023-02-10,831.4,1394.1499999999999
390,30237685,2023-02-12,95.25,1489.3999999999999
654,30279114,2023-01-31,,951.13
4140,30279114,2023-02-01,144.31,1095.44
1085,30279114,2023-02-02,-231.9,863.54
4261,30279114,2023-02-08,-66.97,796.5699999999999
3905,30279114,2023-02-09,-210.8,585.77
655,30312615,2023-01-31,,659.36
2638,30312615,2023-02-05,-1852.7,-1193.3400000000001
2375,30312615,2023-02-06,77.23,-1116.11
6511,30312615,2023-02-07,-116.04,-1232.1499999999999
8141,30312615,2023-02-12,443.1,-789.05
747,30312615,2023-02-12,-158.57,-947.6199999999999
7057,30312615,2023-02-13,-136.9,-1084.52
656,30324819,2023-01-31,,823.45
7242,30324819,2023-02-02,469.3,1292.75
6279,30324819,2023-02-03,157.15,1449.9
3687,30324819,2023-02-05,-130.7,1319.2
